index,fieldID,descDitheredRA,descDitheredDec,expMJD,filter,fiveSigmaDepth,fiveSigmaDepth.1,rotSkyPos,rotTelPos,FWHMeff,obsHistID,mag,snid_in,chip,xpixel,ypixel
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,22.258013658742705,MS_9172_64,"R:1,2 S:1,2",2823.4588949032195,2553.8903052611677
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,23.72291909418631,MS_9172_346,"R:1,2 S:2,1",3324.0920837350686,3356.348314630849
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,23.922549967267198,MS_9172_754,"R:1,2 S:2,1",140.76629196793752,3410.7967347523754
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,23.49747651008832,MS_9172_1071,"R:1,2 S:0,1",904.0806480656319,1899.762967182819
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,24.051040980852765,MS_9172_1072,"R:1,2 S:0,2",2084.0355626141372,649.7848650235196
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,23.675046852621364,MS_9172_1154,"R:1,2 S:2,1",3551.2876331324796,3803.107366495495
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,25.56658807679608,MS_9172_1287,"R:1,1 S:1,2",2622.2582450302966,1107.1072114201431
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,23.468412959336444,MS_9172_1357,"R:1,2 S:1,2",2168.4406458652447,3641.562620078102
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,25.367412251089487,MS_9172_1407,"R:1,2 S:0,1",1101.4947722247734,3612.1550055480975
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,28.0138436449756,MS_9172_1575,"R:1,2 S:0,0",2468.8406692057356,2052.816471010497
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,24.67596623319007,MS_9172_1829,"R:1,3 S:2,0",2134.7445602456373,3140.4415795692917
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,24.6608419731227,MS_9172_1846,"R:0,2 S:2,2",4065.4836531901506,1034.4857027292546
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,24.945034984116035,MS_9172_1983,"R:1,2 S:1,2",3203.861877037244,812.8280386353084
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,24.02747878416259,MS_9172_2128,"R:1,1 S:1,2",3572.550391368223,475.4963149243347
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,24.22570718244414,MS_9172_2203,"R:1,2 S:2,0",3676.91118135712,3858.4577061522436
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,25.32726411315981,MS_9172_2343,"R:1,2 S:0,2",533.166307398384,2093.6493718157726
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,25.10600038406068,MS_9172_2360,"R:1,2 S:0,2",3040.7491199690844,1856.6585460967935
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,26.0205552954992,MS_9172_2539,"R:1,2 S:0,2",430.1517094946934,1850.9658866351062
13,1297,57.8242298378254,-30.181010224752214,59803.35788400001,lssty,22.194237359099997,22.194237359099997,2.047766,0.319852,0.765548,167874,23.99576228234336,MS_9172_2686,"R:1,2 S:0,0",1268.9599945766452,176.7702951334353
15,1297,57.11943493319958,-32.21936487670963,59805.35001,lssty,22.1836031219,22.1836031219,0.176941,-1.555621,0.789999,169840,25.598080301403584,MS_9172_1287,"R:2,4 S:1,2",822.767740003637,2441.0808319881744
15,1297,57.11943493319958,-32.21936487670963,59805.35001,lssty,22.1836031219,22.1836031219,0.176941,-1.555621,0.789999,169840,23.946224009090052,MS_9172_2128,"R:2,4 S:1,2",1791.5122406628134,1834.2071977243177
15,1297,57.11943493319958,-32.21936487670963,59805.35001,lssty,22.1836031219,22.1836031219,0.176941,-1.555621,0.789999,169840,24.032942762032288,MS_9172_2686,"R:2,4 S:0,2",3643.8104108205357,1583.7615731109688
16,1297,58.61412877776735,-30.654330659309785,59805.353587,lssty,22.287866416999996,22.287866416999996,0.17235799999999998,-1.553319,0.720947,169848,21.991497311856726,MS_9172_64,"R:0,3 S:1,1",2373.8019003069417,2309.6761868424855
16,1297,58.61412877776735,-30.654330659309785,59805.353587,lssty,22.287866416999996,22.287866416999996,0.17235799999999998,-1.553319,0.720947,169848,23.42905304363461,MS_9172_346,"R:0,3 S:2,0",3007.2447670800057,2957.3087325550296
16,1297,58.61412877776735,-30.654330659309785,59805.353587,lssty,22.287866416999996,22.287866416999996,0.17235799999999998,-1.553319,0.720947,169848,23.917782722192946,MS_9172_754,"R:0,2 S:2,2",4072.796968907064,2881.5513189049866
16,1297,58.61412877776735,-30.654330659309785,59805.353587,lssty,22.287866416999996,22.287866416999996,0.17235799999999998,-1.553319,0.720947,169848,23.54354411032785,MS_9172_1071,"R:0,3 S:0,0",306.7694713151575,1405.8464593255944
16,1297,58.61412877776735,-30.654330659309785,59805.353587,lssty,22.287866416999996,22.287866416999996,0.17235799999999998,-1.553319,0.720947,169848,24.09761587922166,MS_9172_1072,"R:0,3 S:0,1",1539.501718446139,378.8206890592466
16,1297,58.61412877776735,-30.654330659309785,59805.353587,lssty,22.287866416999996,22.287866416999996,0.17235799999999998,-1.553319,0.720947,169848,23.766547405002648,MS_9172_1154,"R:0,3 S:2,0",3217.1711019353697,3413.406217759927
16,1297,58.61412877776735,-30.654330659309785,59805.353587,lssty,22.287866416999996,22.287866416999996,0.17235799999999998,-1.553319,0.720947,169848,25.59813706278459,MS_9172_1287,"R:0,2 S:1,1",2223.1654581848925,334.64055617431825
