obsHistID,filter,FWHMeff,descDitheredRA,descDitheredDec,airmass,fiveSigmaDepth,expMJD,d1,d2,d3,d4
246616,y,0.798783,58.91914236038605,-31.07740269523439,1.11314917303,22.1272211579,59920.070572,2.5023023532455424,2.653378179361042,0.7913310692652049,1.2103005369676023
250362,r,0.609585,55.461274593542704,-31.01672646473004,1.00637878401,24.4308919299,59926.150103,0.4620397020544718,1.0852510772439918,2.175938551183101,2.3772065676006053
250395,r,0.617319,56.89876517701466,-31.05299469316182,1.01911518043,24.3431503179,59926.16514,0.7719968999741713,1.218074613782358,0.9451630090291809,1.3333826988469704
250396,r,0.621629,54.66122011476489,-31.032597395655163,1.03067665614,24.3254134065,59926.165589,1.1478181528105085,1.4961109401881798,2.8614817351681046,3.006018928503376
252380,r,0.898838,54.51446544563451,-32.6895913391735,1.00305292679,24.3685545833,59929.125771,2.1087718815192984,1.431993772422841,3.4087366121340787,3.0242334619951015
254318,g,0.676002,58.15056209367294,-31.27071865531153,1.00780916028,25.148375709,59932.090139,1.860538069138193,1.9708353817174695,0.29982805445915645,0.7404615064497534
254357,g,0.572293,56.1436178526379,-33.257220626809605,1.00201569543,25.3296586377,59932.113189,2.2604939957713652,1.263024905967893,2.750590922245179,2.006137107711659
254360,g,0.572207,55.13544600661552,-31.361417874280736,1.0018353859,25.3245485285,59932.115316,0.8232327889387938,0.974198981742931,2.477166833046659,2.5198611391751498
254373,g,0.583673,56.90897766120905,-30.932730851963857,1.00176623373,25.3049723673,59932.123833,0.7823158701536268,1.3191390989504308,0.9379299342097019,1.4159765585926967
254378,g,0.585576,55.48728745406637,-32.23374611736742,1.00669556045,25.3045200375,59932.126163,1.3087182228462182,0.49316244276023197,2.469840132947431,2.140927573008692
256348,i,0.58702,57.680520828357196,-32.024559226365156,1.002283299,24.2418968198,59935.092525,1.7612976717047006,1.4251688422238482,1.0601415181087595,0.27200828694111706
256393,i,0.624621,56.44033810940793,-31.858286874218187,1.00170546258,24.1757577353,59935.115449,0.9369240960953329,0.3996824335627165,1.5835668328909287,1.3312415360600816
257717,r,0.740155,59.28862017453667,-33.35978007213803,1.00927702595,24.5764002508,59937.080009,3.6486990599991356,3.083762320868008,2.5995623864011,1.739336274231538
